Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-04-23,12-17yrs,3364,383,,951519,0.004,0
2021-04-23,18-29yrs,209769,32233,,2455535,0.085,0.013
2021-04-23,30-39yrs,252539,41963,,2056059,0.123,0.02
2021-04-23,40-49yrs,344846,45023,,1876583,0.184,0.024
2021-04-23,50-59yrs,659517,55609,,2060934,0.32,0.027
2021-04-23,60-69yrs,1039324,47125,,1795046,0.579,0.026
2021-04-23,70-79yrs,938820,32388,,1159902,0.809,0.028
2021-04-23,80+,613639,105036,,679266,0.903,0.155
2021-04-23,Adults_18plus,4058454,359377,,12083325,0.336,0.03
2021-04-23,Ontario_12plus,4061818,359760,,13034844,0.3116,0.0276
2021-04-23,Undisclosed_or_missing,1476,202,,0,,
2021-04-24,12-17yrs,3464,387,,951519,0.004,0
2021-04-24,18-29yrs,215952,32411,,2455535,0.088,0.013
2021-04-24,30-39yrs,261056,42133,,2056059,0.127,0.02
2021-04-24,40-49yrs,376581,45244,,1876583,0.201,0.024
2021-04-24,50-59yrs,693650,55892,,2060934,0.337,0.027
2021-04-24,60-69yrs,1073203,47594,,1795046,0.598,0.027
2021-04-24,70-79yrs,946178,32903,,1159902,0.816,0.028
2021-04-24,80+,615018,105410,,679266,0.905,0.155
2021-04-24,Adults_18plus,4181638,361587,,12083325,0.346,0.03
2021-04-24,Ontario_12plus,4185102,361974,,13034844,0.3211,0.0278
2021-04-24,Undisclosed_or_missing,1501,203,,0,,
2021-04-25,12-17yrs,3559,392,,951519,0.004,0
2021-04-25,18-29yrs,221906,32558,,2455535,0.09,0.013
2021-04-25,30-39yrs,269754,42313,,2056059,0.131,0.021
2021-04-25,40-49yrs,400837,45480,,1876583,0.214,0.024
2021-04-25,50-59yrs,720985,56182,,2060934,0.35,0.027
2021-04-25,60-69yrs,1097829,47986,,1795046,0.612,0.027
2021-04-25,70-79yrs,951074,33286,,1159902,0.82,0.029
2021-04-25,80+,615946,105635,,679266,0.907,0.156
2021-04-25,Adults_18plus,4278331,363440,,12083325,0.354,0.03
2021-04-25,Ontario_12plus,4281890,363832,,13034844,0.3285,0.0279
2021-04-25,Undisclosed_or_missing,1516,203,,0,,
2021-04-26,12-17yrs,3627,392,,951519,0.004,0
2021-04-26,18-29yrs,225781,32627,,2455535,0.092,0.013
2021-04-26,30-39yrs,275257,42377,,2056059,0.134,0.021
2021-04-26,40-49yrs,417384,45558,,1876583,0.222,0.024
2021-04-26,50-59yrs,740294,56304,,2060934,0.359,0.027
2021-04-26,60-69yrs,1116465,48137,,1795046,0.622,0.027
2021-04-26,70-79yrs,954401,33491,,1159902,0.823,0.029
2021-04-26,80+,616607,105726,,679266,0.908,0.156
2021-04-26,Adults_18plus,4346189,364220,,12083325,0.36,0.03
2021-04-26,Ontario_12plus,4349816,364612,,13034844,0.3337,0.028
2021-04-26,Undisclosed_or_missing,1529,203,,0,,
2021-04-27,12-17yrs,3722,393,,951519,0.004,0
2021-04-27,18-29yrs,229976,32712,,2455535,0.094,0.013
2021-04-27,30-39yrs,281612,42479,,2056059,0.137,0.021
2021-04-27,40-49yrs,441543,45673,,1876583,0.235,0.024
2021-04-27,50-59yrs,765167,56473,,2060934,0.371,0.027
2021-04-27,60-69yrs,1143449,48413,,1795046,0.637,0.027
2021-04-27,70-79yrs,959728,33869,,1159902,0.827,0.029
2021-04-27,80+,617734,105925,,679266,0.909,0.156
2021-04-27,Adults_18plus,4439209,365544,,12083325,0.367,0.03
2021-04-27,Ontario_12plus,4442931,365937,,13034844,0.3409,0.0281
2021-04-27,Undisclosed_or_missing,1547,203,,0,,
2021-04-28,12-17yrs,3845,399,,951519,0.004,0
2021-04-28,18-29yrs,237577,32934,,2455535,0.097,0.013
2021-04-28,30-39yrs,291499,42730,,2056059,0.142,0.021
2021-04-28,40-49yrs,468351,45960,,1876583,0.25,0.024
2021-04-28,50-59yrs,792326,56846,,2060934,0.384,0.028
2021-04-28,60-69yrs,1177140,48883,,1795046,0.656,0.027
2021-04-28,70-79yrs,966164,34415,,1159902,0.833,0.03
2021-04-28,80+,618968,106380,,679266,0.911,0.157
2021-04-28,Adults_18plus,4552025,368148,,12083325,0.377,0.03
2021-04-28,Ontario_12plus,4555870,368547,,13034844,0.3495,0.0283
2021-04-28,Undisclosed_or_missing,1575,205,,0,,
2021-04-29,12-17yrs,4005,404,,951519,0.004,0
2021-04-29,18-29yrs,248568,33228,,2455535,0.101,0.014
2021-04-29,30-39yrs,304580,43017,,2056059,0.148,0.021
2021-04-29,40-49yrs,497529,46259,,1876583,0.265,0.025
2021-04-29,50-59yrs,819722,57309,,2060934,0.398,0.028
2021-04-29,60-69yrs,1205989,49486,,1795046,0.672,0.028
2021-04-29,70-79yrs,971619,35025,,1159902,0.838,0.03
2021-04-29,80+,620201,106947,,679266,0.913,0.157
2021-04-29,Adults_18plus,4668208,371271,,12083325,0.386,0.031
2021-04-29,Ontario_12plus,4672213,371675,,13034844,0.3584,0.0285
2021-04-29,Undisclosed_or_missing,1604,206,,0,,
2021-04-30,12-17yrs,4139,416,,951519,0.004,0
2021-04-30,18-29yrs,257738,33523,,2455535,0.105,0.014
2021-04-30,30-39yrs,316084,43290,,2056059,0.154,0.021
2021-04-30,40-49yrs,524331,46589,,1876583,0.279,0.025
2021-04-30,50-59yrs,844713,57833,,2060934,0.41,0.028
2021-04-30,60-69yrs,1233404,50145,,1795046,0.687,0.028
2021-04-30,70-79yrs,978185,35611,,1159902,0.843,0.031
2021-04-30,80+,621378,107368,,679266,0.915,0.158
2021-04-30,Adults_18plus,4775833,374359,,12083325,0.395,0.031
2021-04-30,Ontario_12plus,4779972,374775,,13034844,0.3667,0.0288
2021-04-30,Undisclosed_or_missing,1630,206,,0,,
2021-05-01,12-17yrs,4269,422,,951519,0.004,0
2021-05-01,18-29yrs,268028,33639,,2455535,0.109,0.014
2021-05-01,30-39yrs,329264,43435,,2056059,0.16,0.021
2021-05-01,40-49yrs,549607,46746,,1876583,0.293,0.025
2021-05-01,50-59yrs,872672,58091,,2060934,0.423,0.028
2021-05-01,60-69yrs,1255584,50594,,1795046,0.699,0.028
2021-05-01,70-79yrs,982851,36089,,1159902,0.847,0.031
2021-05-01,80+,622531,107790,,679266,0.916,0.159
2021-05-01,Adults_18plus,4880537,376384,,12083325,0.404,0.031
2021-05-01,Ontario_12plus,4884806,376806,,13034844,0.3747,0.0289
2021-05-01,Undisclosed_or_missing,1654,208,,0,,
2021-05-02,12-17yrs,4379,436,,951519,0.005,0
2021-05-02,18-29yrs,276708,33807,,2455535,0.113,0.014
2021-05-02,30-39yrs,340115,43630,,2056059,0.165,0.021
2021-05-02,40-49yrs,568496,46921,,1876583,0.303,0.025
2021-05-02,50-59yrs,892320,58295,,2060934,0.433,0.028
2021-05-02,60-69yrs,1267773,50883,,1795046,0.706,0.028
2021-05-02,70-79yrs,985967,36407,,1159902,0.85,0.031
2021-05-02,80+,623231,108043,,679266,0.918,0.159
2021-05-02,Adults_18plus,4954610,377986,,12083325,0.41,0.031
2021-05-02,Ontario_12plus,4958989,378422,,13034844,0.3804,0.029
2021-05-02,Undisclosed_or_missing,1671,208,,0,,
2021-05-03,12-17yrs,4455,439,,951519,0.005,0
2021-05-03,18-29yrs,282885,33842,,2455535,0.115,0.014
2021-05-03,30-39yrs,347400,43670,,2056059,0.169,0.021
2021-05-03,40-49yrs,582599,46982,,1876583,0.31,0.025
2021-05-03,50-59yrs,908188,58369,,2060934,0.441,0.028
2021-05-03,60-69yrs,1275815,51027,,1795046,0.711,0.028
2021-05-03,70-79yrs,987629,36598,,1159902,0.851,0.032
2021-05-03,80+,623695,108101,,679266,0.918,0.159
2021-05-03,Adults_18plus,5008211,378589,,12083325,0.414,0.031
2021-05-03,Ontario_12plus,5012666,379028,,13034844,0.3846,0.0291
2021-05-03,Undisclosed_or_missing,1677,208,,0,,
2021-05-04,12-17yrs,4594,447,,951519,0.005,0
2021-05-04,18-29yrs,293453,33934,,2455535,0.12,0.014
2021-05-04,30-39yrs,358982,43829,,2056059,0.175,0.021
2021-05-04,40-49yrs,605238,47173,,1876583,0.323,0.025
2021-05-04,50-59yrs,931388,58699,,2060934,0.452,0.028
2021-05-04,60-69yrs,1289496,51436,,1795046,0.718,0.029
2021-05-04,70-79yrs,990909,36939,,1159902,0.854,0.032
2021-05-04,80+,624620,108350,,679266,0.92,0.16
2021-05-04,Adults_18plus,5094086,380360,,12083325,0.422,0.031
2021-05-04,Ontario_12plus,5098680,380807,,13034844,0.3912,0.0292
2021-05-04,Undisclosed_or_missing,1687,209,,0,,
2021-05-05,12-17yrs,4854,461,,951519,0.005,0
2021-05-05,18-29yrs,316802,34173,,2455535,0.129,0.014
2021-05-05,30-39yrs,382185,44077,,2056059,0.186,0.021
2021-05-05,40-49yrs,632975,47473,,1876583,0.337,0.025
2021-05-05,50-59yrs,961599,59181,,2060934,0.467,0.029
2021-05-05,60-69yrs,1309267,52006,,1795046,0.729,0.029
2021-05-05,70-79yrs,995555,37559,,1159902,0.858,0.032
2021-05-05,80+,625790,108901,,679266,0.921,0.16
2021-05-05,Adults_18plus,5224173,383370,,12083325,0.432,0.032
2021-05-05,Ontario_12plus,5229027,383831,,13034844,0.4012,0.0294
2021-05-05,Undisclosed_or_missing,1718,210,,0,,
2021-05-06,12-17yrs,5100,468,,951519,0.005,0
2021-05-06,18-29yrs,343862,34432,,2455535,0.14,0.014
2021-05-06,30-39yrs,409420,44367,,2056059,0.199,0.022
2021-05-06,40-49yrs,660057,47815,,1876583,0.352,0.025
2021-05-06,50-59yrs,990737,59662,,2060934,0.481,0.029
2021-05-06,60-69yrs,1326783,52604,,1795046,0.739,0.029
2021-05-06,70-79yrs,999832,38164,,1159902,0.862,0.033
2021-05-06,80+,626930,109319,,679266,0.923,0.161
2021-05-06,Adults_18plus,5357621,386363,,12083325,0.443,0.032
2021-05-06,Ontario_12plus,5362721,386831,,13034844,0.4114,0.0297
2021-05-06,Undisclosed_or_missing,1745,211,,0,,
2021-05-07,12-17yrs,5382,482,,951519,0.006,0.001
2021-05-07,18-29yrs,373966,34621,,2455535,0.152,0.014
2021-05-07,30-39yrs,440708,44609,,2056059,0.214,0.022
2021-05-07,40-49yrs,686524,48132,,1876583,0.366,0.026
2021-05-07,50-59yrs,1020052,60221,,2060934,0.495,0.029
2021-05-07,60-69yrs,1346103,53271,,1795046,0.75,0.03
2021-05-07,70-79yrs,1003958,38773,,1159902,0.866,0.033
2021-05-07,80+,628030,109712,,679266,0.925,0.162
2021-05-07,Adults_18plus,5499341,389339,,12083325,0.455,0.032
2021-05-07,Ontario_12plus,5504723,389821,,13034844,0.4223,0.0299
2021-05-07,Undisclosed_or_missing,1774,212,,0,,
2021-05-08,12-17yrs,5747,491,,951519,0.006,0.001
2021-05-08,18-29yrs,402772,34879,,2455535,0.164,0.014
2021-05-08,30-39yrs,470740,44913,,2056059,0.229,0.022
2021-05-08,40-49yrs,713159,48486,,1876583,0.38,0.026
2021-05-08,50-59yrs,1049389,60654,,2060934,0.509,0.029
2021-05-08,60-69yrs,1360946,53860,,1795046,0.758,0.03
2021-05-08,70-79yrs,1007775,39298,,1159902,0.869,0.034
2021-05-08,80+,628965,110081,,679266,0.926,0.162
2021-05-08,Adults_18plus,5633746,392171,,12083325,0.466,0.032
2021-05-08,Ontario_12plus,5639493,392662,,13034844,0.4326,0.0301
2021-05-08,Undisclosed_or_missing,1816,212,,0,,
2021-05-09,12-17yrs,6085,500,,951519,0.006,0.001
2021-05-09,18-29yrs,430076,35022,,2455535,0.175,0.014
2021-05-09,30-39yrs,496501,45110,,2056059,0.241,0.022
2021-05-09,40-49yrs,736772,48694,,1876583,0.393,0.026
2021-05-09,50-59yrs,1076212,60944,,2060934,0.522,0.03
2021-05-09,60-69yrs,1372846,54279,,1795046,0.765,0.03
2021-05-09,70-79yrs,1010123,39696,,1159902,0.871,0.034
2021-05-09,80+,629615,110236,,679266,0.927,0.162
2021-05-09,Adults_18plus,5752145,393981,,12083325,0.476,0.033
2021-05-09,Ontario_12plus,5758230,394481,,13034844,0.4418,0.0303
2021-05-09,Undisclosed_or_missing,1853,212,,0,,
2021-05-10,12-17yrs,6247,509,,951519,0.007,0.001
2021-05-10,18-29yrs,456428,35071,,2455535,0.186,0.014
2021-05-10,30-39yrs,518706,45173,,2056059,0.252,0.022
2021-05-10,40-49yrs,753759,48790,,1876583,0.402,0.026
2021-05-10,50-59yrs,1096461,61109,,2060934,0.532,0.03
2021-05-10,60-69yrs,1379103,54570,,1795046,0.768,0.03
2021-05-10,70-79yrs,1011745,39890,,1159902,0.872,0.034
2021-05-10,80+,630084,110338,,679266,0.928,0.162
2021-05-10,Adults_18plus,5846286,394941,,12083325,0.484,0.033
2021-05-10,Ontario_12plus,5852533,395450,,13034844,0.449,0.0303
2021-05-10,Undisclosed_or_missing,1875,212,,0,,
2021-05-11,12-17yrs,6473,513,,951519,0.007,0.001
2021-05-11,18-29yrs,484629,35255,,2455535,0.197,0.014
2021-05-11,30-39yrs,543652,45442,,2056059,0.264,0.022
2021-05-11,40-49yrs,771790,49134,,1876583,0.411,0.026
2021-05-11,50-59yrs,1117815,61600,,2060934,0.542,0.03
2021-05-11,60-69yrs,1389313,55207,,1795046,0.774,0.031
2021-05-11,70-79yrs,1014259,40431,,1159902,0.874,0.035
2021-05-11,80+,630795,110718,,679266,0.929,0.163
2021-05-11,Adults_18plus,5952253,397787,,12083325,0.493,0.033
2021-05-11,Ontario_12plus,5958726,398300,,13034844,0.4571,0.0306
2021-05-11,Undisclosed_or_missing,1901,212,,0,,
2021-05-12,12-17yrs,6771,533,,951519,0.007,0.001
2021-05-12,18-29yrs,519831,35835,,2455535,0.212,0.015
2021-05-12,30-39yrs,575685,46068,,2056059,0.28,0.022
2021-05-12,40-49yrs,795806,49814,,1876583,0.424,0.027
2021-05-12,50-59yrs,1144235,62526,,2060934,0.555,0.03
2021-05-12,60-69yrs,1401493,56341,,1795046,0.781,0.031
2021-05-12,70-79yrs,1017594,41201,,1159902,0.877,0.036
2021-05-12,80+,631748,111218,,679266,0.93,0.164
2021-05-12,Adults_18plus,6086392,403003,,12083325,0.504,0.033
2021-05-12,Ontario_12plus,6093163,403536,,13034844,0.4675,0.031
2021-05-12,Undisclosed_or_missing,1931,213,,0,,
2021-05-13,12-17yrs,7242,570,,951519,0.008,0.001
2021-05-13,18-29yrs,555498,36462,,2455535,0.226,0.015
2021-05-13,30-39yrs,607273,46707,,2056059,0.295,0.023
2021-05-13,40-49yrs,817811,50591,,1876583,0.436,0.027
2021-05-13,50-59yrs,1170077,63545,,2060934,0.568,0.031
2021-05-13,60-69yrs,1413740,57344,,1795046,0.788,0.032
2021-05-13,70-79yrs,1020896,41896,,1159902,0.88,0.036
2021-05-13,80+,632662,111761,,679266,0.931,0.165
2021-05-13,Adults_18plus,6217957,408306,,12083325,0.515,0.034
2021-05-13,Ontario_12plus,6225199,408876,,13034844,0.4776,0.0314
2021-05-13,Undisclosed_or_missing,1951,214,,0,,
2021-05-14,12-17yrs,7889,588,,951519,0.008,0.001
2021-05-14,18-29yrs,592792,37476,,2455535,0.241,0.015
2021-05-14,30-39yrs,640026,47770,,2056059,0.311,0.023
2021-05-14,40-49yrs,842227,51856,,1876583,0.449,0.028
2021-05-14,50-59yrs,1195795,65008,,2060934,0.58,0.032
2021-05-14,60-69yrs,1424353,58789,,1795046,0.793,0.033
2021-05-14,70-79yrs,1023850,42867,,1159902,0.883,0.037
2021-05-14,80+,633590,112336,,679266,0.933,0.165
2021-05-14,Adults_18plus,6352633,416102,,12083325,0.526,0.034
2021-05-14,Ontario_12plus,6360522,416690,,13034844,0.488,0.032
2021-05-14,Undisclosed_or_missing,1989,215,,0,,
2021-05-15,12-17yrs,8354,606,,951519,0.009,0.001
2021-05-15,18-29yrs,632310,38526,,2455535,0.258,0.016
2021-05-15,30-39yrs,676064,49030,,2056059,0.329,0.024
2021-05-15,40-49yrs,872712,53095,,1876583,0.465,0.028
2021-05-15,50-59yrs,1222679,66436,,2060934,0.593,0.032
2021-05-15,60-69yrs,1434124,59988,,1795046,0.799,0.033
2021-05-15,70-79yrs,1026819,43622,,1159902,0.885,0.038
2021-05-15,80+,634464,112752,,679266,0.934,0.166
2021-05-15,Adults_18plus,6499172,423449,,12083325,0.538,0.035
2021-05-15,Ontario_12plus,6507526,424055,,13034844,0.4992,0.0325
2021-05-15,Undisclosed_or_missing,2026,216,,0,,
2021-05-16,12-17yrs,8979,632,,951519,0.009,0.001
2021-05-16,18-29yrs,670620,39697,,2455535,0.273,0.016
2021-05-16,30-39yrs,708156,50168,,2056059,0.344,0.024
2021-05-16,40-49yrs,899311,54199,,1876583,0.479,0.029
2021-05-16,50-59yrs,1245808,67768,,2060934,0.604,0.033
2021-05-16,60-69yrs,1443155,61110,,1795046,0.804,0.034
2021-05-16,70-79yrs,1028951,44328,,1159902,0.887,0.038
2021-05-16,80+,635095,113060,,679266,0.935,0.166
2021-05-16,Adults_18plus,6631096,430330,,12083325,0.549,0.036
2021-05-16,Ontario_12plus,6640075,430962,,13034844,0.5094,0.0331
2021-05-16,Undisclosed_or_missing,2048,216,,0,,
2021-05-17,12-17yrs,9561,643,,951519,0.01,0.001
2021-05-17,18-29yrs,705834,40191,,2455535,0.287,0.016
2021-05-17,30-39yrs,736508,50688,,2056059,0.358,0.025
2021-05-17,40-49yrs,919770,54784,,1876583,0.49,0.029
2021-05-17,50-59yrs,1263347,68417,,2060934,0.613,0.033
2021-05-17,60-69yrs,1447844,61571,,1795046,0.807,0.034
2021-05-17,70-79yrs,1030330,44597,,1159902,0.888,0.038
2021-05-17,80+,635558,113183,,679266,0.936,0.167
2021-05-17,Adults_18plus,6739191,433431,,12083325,0.558,0.036
2021-05-17,Ontario_12plus,6748752,434074,,13034844,0.5177,0.0333
2021-05-17,Undisclosed_or_missing,2057,216,,0,,
2021-05-18,12-17yrs,11293,658,,951519,0.012,0.001
2021-05-18,18-29yrs,735880,41614,,2455535,0.3,0.017
2021-05-18,30-39yrs,760553,52452,,2056059,0.37,0.026
2021-05-18,40-49yrs,938287,56550,,1876583,0.5,0.03
2021-05-18,50-59yrs,1280220,70365,,2060934,0.621,0.034
2021-05-18,60-69yrs,1452095,62880,,1795046,0.809,0.035
2021-05-18,70-79yrs,1031668,45145,,1159902,0.889,0.039
2021-05-18,80+,636030,113468,,679266,0.936,0.167
2021-05-18,Adults_18plus,6834733,442474,,12083325,0.566,0.037
2021-05-18,Ontario_12plus,6846026,443132,,13034844,0.5252,0.034
2021-05-18,Undisclosed_or_missing,2077,216,,0,,
2021-05-19,12-17yrs,18027,694,,951519,0.019,0.001
2021-05-19,18-29yrs,771397,43867,,2455535,0.314,0.018
2021-05-19,30-39yrs,790116,55014,,2056059,0.384,0.027
2021-05-19,40-49yrs,961203,59212,,1876583,0.512,0.032
2021-05-19,50-59yrs,1304713,73352,,2060934,0.633,0.036
2021-05-19,60-69yrs,1460337,65061,,1795046,0.814,0.036
2021-05-19,70-79yrs,1034061,46148,,1159902,0.892,0.04
2021-05-19,80+,636695,114030,,679266,0.937,0.168
2021-05-19,Adults_18plus,6958522,456684,,12083325,0.576,0.038
2021-05-19,Ontario_12plus,6976549,457378,,13034844,0.5352,0.0351
2021-05-19,Undisclosed_or_missing,2108,216,,0,,
2021-05-20,12-17yrs,28603,732,,951519,0.03,0.001
2021-05-20,18-29yrs,803870,46616,,2455535,0.327,0.019
2021-05-20,30-39yrs,818664,58067,,2056059,0.398,0.028
2021-05-20,40-49yrs,982577,62298,,1876583,0.524,0.033
2021-05-20,50-59yrs,1327166,76661,,2060934,0.644,0.037
2021-05-20,60-69yrs,1466505,67341,,1795046,0.817,0.038
2021-05-20,70-79yrs,1035981,47203,,1159902,0.893,0.041
2021-05-20,80+,637361,114623,,679266,0.938,0.169
2021-05-20,Adults_18plus,7072124,472809,,12083325,0.585,0.039
2021-05-20,Ontario_12plus,7100727,473541,,13034844,0.5447,0.0363
2021-05-20,Undisclosed_or_missing,2138,218,,0,,
2021-05-21,12-17yrs,42426,794,,951519,0.045,0.001
2021-05-21,18-29yrs,839634,50015,,2455535,0.342,0.02
2021-05-21,30-39yrs,850119,62175,,2056059,0.413,0.03
2021-05-21,40-49yrs,1006967,66435,,1876583,0.537,0.035
2021-05-21,50-59yrs,1349099,81332,,2060934,0.655,0.039
2021-05-21,60-69yrs,1472953,70718,,1795046,0.821,0.039
2021-05-21,70-79yrs,1038023,48605,,1159902,0.895,0.042
2021-05-21,80+,638034,115463,,679266,0.939,0.17
2021-05-21,Adults_18plus,7194829,494743,,12083325,0.595,0.041
2021-05-21,Ontario_12plus,7237255,495537,,13034844,0.5552,0.038
2021-05-21,Undisclosed_or_missing,2136,220,,0,,
2021-05-22,12-17yrs,55173,858,,951519,0.058,0.001
2021-05-22,18-29yrs,883864,53880,,2455535,0.36,0.022
2021-05-22,30-39yrs,889905,66887,,2056059,0.433,0.033
2021-05-22,40-49yrs,1040674,71131,,1876583,0.555,0.038
2021-05-22,50-59yrs,1374319,86380,,2060934,0.667,0.042
2021-05-22,60-69yrs,1480208,74335,,1795046,0.825,0.041
2021-05-22,70-79yrs,1040192,50080,,1159902,0.897,0.043
2021-05-22,80+,638765,116206,,679266,0.94,0.171
2021-05-22,Adults_18plus,7347927,518899,,12083325,0.608,0.043
2021-05-22,Ontario_12plus,7403100,519757,,13034844,0.5679,0.0399
2021-05-22,Undisclosed_or_missing,2196,224,,0,,
2021-05-23,12-17yrs,66723,883,,951519,0.07,0.001
2021-05-23,18-29yrs,923355,55749,,2455535,0.376,0.023
2021-05-23,30-39yrs,921294,68983,,2056059,0.448,0.034
2021-05-23,40-49yrs,1063105,73316,,1876583,0.567,0.039
2021-05-23,50-59yrs,1391003,88809,,2060934,0.675,0.043
2021-05-23,60-69yrs,1485507,76107,,1795046,0.828,0.042
2021-05-23,70-79yrs,1041586,50957,,1159902,0.898,0.044
2021-05-23,80+,639211,116575,,679266,0.941,0.172
2021-05-23,Adults_18plus,7465061,530496,,12083325,0.618,0.044
2021-05-23,Ontario_12plus,7531784,531379,,13034844,0.5778,0.0408
2021-05-23,Undisclosed_or_missing,2220,224,,0,,
2021-05-24,12-17yrs,80584,902,,951519,0.085,0.001
2021-05-24,18-29yrs,950806,56767,,2455535,0.387,0.023
2021-05-24,30-39yrs,943317,70243,,2056059,0.459,0.034
2021-05-24,40-49yrs,1077127,74563,,1876583,0.574,0.04
2021-05-24,50-59yrs,1402360,90058,,2060934,0.68,0.044
2021-05-24,60-69yrs,1488287,76965,,1795046,0.829,0.043
2021-05-24,70-79yrs,1042501,51447,,1159902,0.899,0.044
2021-05-24,80+,639537,116800,,679266,0.942,0.172
2021-05-24,Adults_18plus,7543935,536843,,12083325,0.624,0.044
2021-05-24,Ontario_12plus,7624519,537745,,13034844,0.5849,0.0413
2021-05-24,Undisclosed_or_missing,2226,225,,0,,
2021-05-25,12-17yrs,95249,938,,951519,0.1,0.001
2021-05-25,18-29yrs,974295,57804,,2455535,0.397,0.024
2021-05-25,30-39yrs,961040,71342,,2056059,0.467,0.035
2021-05-25,40-49yrs,1088359,75823,,1876583,0.58,0.04
2021-05-25,50-59yrs,1412240,91343,,2060934,0.685,0.044
2021-05-25,60-69yrs,1490746,77961,,1795046,0.83,0.043
2021-05-25,70-79yrs,1043334,51845,,1159902,0.9,0.045
2021-05-25,80+,639846,117007,,679266,0.942,0.172
2021-05-25,Adults_18plus,7609860,543125,,12083325,0.63,0.045
2021-05-25,Ontario_12plus,7705109,544063,,13034844,0.5911,0.0417
2021-05-25,Undisclosed_or_missing,2245,225,,0,,
2021-05-26,12-17yrs,112650,1004,,951519,0.118,0.001
2021-05-26,18-29yrs,1004248,61435,,2455535,0.409,0.025
2021-05-26,30-39yrs,984523,75576,,2056059,0.479,0.037
2021-05-26,40-49yrs,1105295,80127,,1876583,0.589,0.043
2021-05-26,50-59yrs,1428259,96356,,2060934,0.693,0.047
2021-05-26,60-69yrs,1495200,83313,,1795046,0.833,0.046
2021-05-26,70-79yrs,1044859,53352,,1159902,0.901,0.046
2021-05-26,80+,640361,117922,,679266,0.943,0.174
2021-05-26,Adults_18plus,7702745,568081,,12083325,0.637,0.047
2021-05-26,Ontario_12plus,7815395,569085,,13034844,0.5996,0.0437
2021-05-26,Undisclosed_or_missing,2238,232,,0,,
2021-05-27,12-17yrs,131527,1063,,951519,0.138,0.001
2021-05-27,18-29yrs,1038343,64870,,2455535,0.423,0.026
2021-05-27,30-39yrs,1010983,79820,,2056059,0.492,0.039
2021-05-27,40-49yrs,1123252,84301,,1876583,0.599,0.045
2021-05-27,50-59yrs,1442881,101011,,2060934,0.7,0.049
2021-05-27,60-69yrs,1499428,89965,,1795046,0.835,0.05
2021-05-27,70-79yrs,1046276,54854,,1159902,0.902,0.047
2021-05-27,80+,640910,118734,,679266,0.944,0.175
2021-05-27,Adults_18plus,7802073,593555,,12083325,0.646,0.049
2021-05-27,Ontario_12plus,7933600,594618,,13034844,0.6086,0.0456
2021-05-27,Undisclosed_or_missing,2244,236,,0,,
2021-05-28,12-17yrs,149810,1112,,951519,0.157,0.001
2021-05-28,18-29yrs,1075246,68708,,2455535,0.438,0.028
2021-05-28,30-39yrs,1040138,84484,,2056059,0.506,0.041
2021-05-28,40-49yrs,1144248,89319,,1876583,0.61,0.048
2021-05-28,50-59yrs,1458730,106204,,2060934,0.708,0.052
2021-05-28,60-69yrs,1505267,98293,,1795046,0.839,0.055
2021-05-28,70-79yrs,1048214,56701,,1159902,0.904,0.049
2021-05-28,80+,641650,119861,,679266,0.945,0.176
2021-05-28,Adults_18plus,7913493,623570,,12083325,0.655,0.052
2021-05-28,Ontario_12plus,8063303,624682,,13034844,0.6186,0.0479
2021-05-28,Undisclosed_or_missing,2250,238,,0,,
2021-05-29,12-17yrs,164876,1215,,951519,0.173,0.001
2021-05-29,18-29yrs,1107925,72928,,2455535,0.451,0.03
2021-05-29,30-39yrs,1067279,89489,,2056059,0.519,0.044
2021-05-29,40-49yrs,1162997,94326,,1876583,0.62,0.05
2021-05-29,50-59yrs,1473046,111649,,2060934,0.715,0.054
2021-05-29,60-69yrs,1509933,109504,,1795046,0.841,0.061
2021-05-29,70-79yrs,1049665,58643,,1159902,0.905,0.051
2021-05-29,80+,642292,121141,,679266,0.946,0.178
2021-05-29,Adults_18plus,8013137,657680,,12083325,0.663,0.054
